,Store Name,State,City,Address,Estimated Population,Per Capita Income,Malls,buyers count,potential location,Norm_Potential,Norm_Stores,Priority Index
594,"Zudio - Vatle Complex, Churachandpur",Manipur,Churachandpur,"Churachandpur / VATLE Complex, Elim Veng, New Lamka, Churachandpur - 795006",274143,153993,1,137071.5,86,0.865191147,0.014814815,0.850376332
595,"ZUDIO - Phuni Mall, Imphal",Manipur,Imphal,"Ground floor & First floor, Airport Road, Sagolband Sayang Pukhri Mapal, Imphal - 795001",456113,153993,1,228056.5,68,0.684104628,0.014814815,0.669289813
596,"ZUDIO- Thangal Bazar, Imphal",Manipur,Imphal,"Courtyard Mall, Dharmashala Road, Thangal Bazaar, Imphal - 795001",456113,153993,1,228056.5,68,0.684104628,0.014814815,0.669289813
597,"Zudio - Laitumkhrah, Shillong",Meghalaya,Shillong,"Near Fire Brigade, Laitumkhrah, Shillong - 793003",541319,139602,1,270659.5,91.6,0.921529175,0,0.921529175
598,"Zudio - Chanmari, Aizwal",Mizoram,Aizawl,"Behind Customs Office, Aizawl - 796007",439000,200000,1,219500,0.2,0.002012072,0,0.002012072
599,"ZUDIO - Naga Mall, Dimapur",Nagaland,Dimapur,"Dobhinalla (Midland) Road, Diagonally Opp to West Police Station, Dimapur - 797112",182000,175374,1,91000,0.2,0.002012072,0.014814815,-0.012802742
600,"Zudio - Chumoukedima, Nagaland",Nagaland,Dimapur,"6th Mile, NH 39, Chumoukedima, Dimapur - 797115",182000,175374,1,91000,0.2,0.002012072,0.014814815,-0.012802742
601,"Zudio - Lower Bayavu Hill, Kohima",Nagaland,Kohima,"Opp. KFC - Lower BayavÃÂÃÂ¼ Hill,New Secretariat Rd, Kohima - 797121",310000,175374,1,155000,0.2,0.002012072,0.014814815,-0.012802742
602,"ZUDIO - HEMSURAPADA, ANGUL",Odisha,Angul,"Chendipara Bagedia Road, Hemsurapada, Angul - 759122",43795,145000,1,21897.5,77.2,0.77665996,0.140740741,0.635919219
603,"Zudio - R.P COMPLEX, BALANGIR",Odisha,Balangir,"Basement to Second Floor, Old Palace Road, Near Town Police Station, Rugudipada , Balangir - 767001",43795,145000,1,21897.5,77.2,0.77665996,0.140740741,0.635919219
604,"ZUDIO - RK PLAZA, BALASORE",Odisha,Balasore,"Hospital Road, Vivekananda , Balasore - 756001",43795,145000,1,21897.5,77.2,0.77665996,0.140740741,0.635919219
605,"ZUDIO - BPJP Infracon, Bargarh",Odisha,Bargarh,"In front of Rukmini Cineplex, Old NH - 6, Ward No. 16, Bargarh - 768028",1481255,145000,1,740627.5,53.2,0.535211268,0.140740741,0.394470527
606,"Zudio - Panthanivas, Bhubaneswar",Odisha,Bhubaneswar,"Lewis Road, Nageswar Tangi, BJB Nagar, Bhubaneswar - 751014",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
607,"ZUDIO - DN Regalia Mall, Bhubaneshwar",Odisha,Bhubaneswar,"DN Square,First Floor,F106,Kalinga Vihar,Patrapada, Bhubaneswar - 751019",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
608,"Zudio - Raptani Bhavan, Bhubaneswar",Odisha,Bhubaneswar,"Raptani Bhavan,BDA Commercial Complex,Indradhanu Market, Bhubaneswar - 751015",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
609,"Zudio - Symphony Mall, Bhubaneswar",Odisha,Bhubaneswar,"Plot No 149, Symphony Mall, Near Oxford Book Store, Rudrapur, Bhubaneswar - 752101",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
610,"Zudio - Patia, Bhubaneswar",Odisha,Bhubaneswar,"Ground, 1st and 2nd Floor, Bansi Tower, Beside Learners Academy, Patia, Bhubaneswar - 751024",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
611,"Zudio - Samantarapur, Bhubaneshwar",Odisha,Bhubaneswar,"Shop No 115, Jagannath Sadak, Near Badri Dhaba, Samantarapur , Bhubaneswar - 751002",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
612,"ZUDIO - Rupali Square, Bhubaneswar",Odisha,Bhubaneswar,"Vavi Grand, GA Plot Number No- 360, Saheed Nagar, Under Mouza, Bhubaneswar - 751007",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
613,"Zudio - PNR Centre, Bhubaneswar",Odisha,Bhubaneswar,"PNR Centre, Khandagiri, BBSR, Plot Number - 18/2759 - 3597, 18/2626 - Mouza, DumDuma, Khandagiri, Bhubaneswar - 751019",838837,145000,1,419418.5,2.4,0.024144869,0.140740741,-0.116595872
614,"ZUDIO - Epari Plaza, Brahmapur",Odisha,Brahmapur,"Plot No. 81/1151, Dharma Nagar Main Road, Beside Bank of Maharashtra, Brahmapur - 760002",356598,145000,1,178299,59,0.593561368,0.140740741,0.452820627
615,"Zudio - Jayshree Campus, Cuttack",Odisha,Cuttack,"Jayshree Cinema, Plot No. 178 & 179/526, Khata No. 372/218, Mouza Cuttack Sahar, Link Road, Badambadi Colony, Cuttack - 753009",610189,145000,1,305094.5,13.6,0.136820926,0.140740741,-0.003919815
616,"Zudio - Buxi Bazar, Cuttack",Odisha,Cuttack,"Plot No 120, Mouza Sahar No 10, Cantonment Road, Near Buxi Bazaar, Biju Patnaik Colony , Cuttack - 753001",610189,145000,1,305094.5,13.6,0.136820926,0.140740741,-0.003919815
617,"Zudio - Mahatma Gandhi Road, Dhenkanal",Odisha,Dhenkanal,"Collectorate Road, Ganesh Bazar, Opposite Post Office, Panjia Sahi, Dhenkanal - 759001",1192811,145000,1,596405.5,86.8,0.873239437,0.140740741,0.732498696
618,"Zudio - Marwari Para, Jharsuguda",Odisha,Jharsuguda,"Sarbahal Road, Near Vishal Mega Mart, Jharsuguda - 768201",97730,145000,1,48865,38.2,0.384305835,0.140740741,0.243565094
619,"Zudio - GMR Central, Rayagada",Odisha,Raygada,"96/3432, 96/3433, GMR Central, JK Road, Sai Priya Nagar, Raygada - 756001",967911,145000,1,483955.5,46.8,0.47082495,0.140740741,0.330084209
620,"ZUDIO - Plutone Mall, Rourkela",Odisha,Rourkela,"Plutone Plaza Pvt Ltd, Plot No.-94/95,Khata No.-3/1,Rourkela Town Unit-4, Chhend, Sundargarh,, Rourkela - 769015",309689,145000,1,154844.5,13.6,0.136820926,0.140740741,-0.003919815
621,"Zudio - Fortune Tower, Sambalpur",Odisha,Sambalpur,"Fortune Tower, Near Modipara chowk, Modipara, Sambalpur - 768002",335761,145000,1,167880.5,56.8,0.571428571,0.140740741,0.430687831
622,"ZUDIO - HASAN TOWERS, PUDUCHERRY",Puducherry,Pondicherry,"Near Hasan Honda, No. 90, Kamaraj Salai, Near Jipmer Campus , Pondicherry - 605009ÃÂ ",335761,145000,1,167880.5,56.8,0.571428571,0,0.571428571
623,"Zudio - Putligarh, Amritsar",Punjab,Amritsar,"Kotkhalsa Urban, Opposite Khalsa College, Tehsil Amritsar 2 Abadi, Joshipura, Amritsar - 143001",2490656,200000,1,1245328,93.8,0.943661972,0.325925926,0.617736046
624,"Zudio - Mustafabad, Amritsar",Punjab,Amritsar,"Near by - Car World, Batala Road , Amritsar - 143001",2490656,200000,1,1245328,93.8,0.943661972,0.325925926,0.617736046
625,"Zudio - Putligarh, Amritsar",Punjab,Amritsar,"Kotkhalsa Urban, Opposite Khalsa College, Tehsil Amritsar 2 Abadi, Joshipura , Amritsar - 143001ÃÂ ",2490656,200000,1,1245328,93.8,0.943661972,0.325925926,0.617736046
626,"Zudio - Rishi Vihar, Amritsar",Punjab,Amritsar,"Opposite CITY Hospital, Near Bypass, Khasra No 161(2-1), Min Khewat Khatoni, Number 636/1457, Rakhahikargarh, Majitha Road, Amritsar - 143001",2490656,200000,1,1245328,93.8,0.943661972,0.325925926,0.617736046
627,"Zudio - Nexus Shopping Mall, Amritsar",Punjab,Amritsar,"Grand Trunk Road, Rajinder Nagar, Maqbool Pura, Amritsar - 143001",2490656,200000,1,1245328,93.8,0.943661972,0.325925926,0.617736046
628,"ZUDIO- Amritsar, Mukut house",Punjab,Amritsar,"Plot no-3, Opp. Company Gardens, Mall Road, Amritsar - 143001",2490656,200000,1,1245328,93.8,0.943661972,0.325925926,0.617736046
629,"ZUDIO ÃÂ¢ÃÂÃÂ EATON PLAZA, BARNALA",Punjab,Barnala,"HG Eaton Plaza, Bhatinda Road, Village Handiaya, Barnala - 148107",596294,200000,1,298147,76.6,0.770623742,0.325925926,0.444697817
630,"Zudio - Daya Complex, Batala",Punjab,Batala,"Block No 17, GT Road, Opposite Mahajan Computer Cafe, Simbel , Batala - 143505",596294,200000,1,298147,76.6,0.770623742,0.325925926,0.444697817
631,"ZUDIO - GT Road, Bathinda",Punjab,Bathinda,"GT Rd, opp. sham dhaba, nr. Mittal Mall Road, Parjapat Colony, Nai Basti, Bathinda - 151001",1388525,200000,1,694262.5,15.2,0.152917505,0.325925926,-0.173008421
632,"Zudio - Ananda City, Bhatinda",Punjab,Bathinda,"Shop No 21 to 26, Dabwali Road, Ananda City, Opposite Pioneer Toyota Showroom, Lal Singh Nagar, Bathinda - 151001",1388525,200000,1,694262.5,15.2,0.152917505,0.325925926,-0.173008421
633,"ZUDIO - SIRHIND-MORINDA ROAD, FATEHGARH SAHIB",Punjab,Fategharh Sahib,"Ground Floor, Sirhind-Morinda Road, Opposite Dhillon Eye Hospital and Laser Centre, Shamsher Nagar , Fatehgarh Sahib - 140406 , Punjab",1388525,200000,1,694262.5,15.2,0.152917505,0.325925926,-0.173008421
634,"Zudio - Kanha Bliss, Fazilka",Punjab,Fazilka,"NH 07, Abohar Road, Opposite Fazilka Gas Service, MC Colony , Fazilka - 152123",1388525,200000,1,694262.5,15.2,0.152917505,0.325925926,-0.173008421
635,"Zudio - SFS Tower, Gurdaspur",Punjab,Gurdaspur,"Adjoining Honda Showroom, Improvement Trust Colony, Plot No. 10, Batala Road, SFS Tower, Gurdaspur, Gurdaspur - 143521",2299026,200000,1,1149513,15.8,0.158953722,0.325925926,-0.166972204
636,"Zudio - Hari Nagar, Hoshiarpur",Punjab,Hoshiarpur,"Arya Samaj Rd, Parlad Nagar, Gopal Nagar , Hoshiarpur - 146001ÃÂ ",2299026,200000,1,1149513,15.8,0.158953722,0.325925926,-0.166972204
637,"ZUDIO - Curo High Street, Jalandhar",Punjab,Jalandhar,"66 feet road, Near Urban Estate, Phase- II, Jalandhar - 144022",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
638,"ZUDIO - Civil Lines, Jalandhar",Punjab,Jalandhar,"Old Bus stand, Near Namdev Chowk, Opp. Ramada Hotel, Jalandhar - 144004",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
639,"Zudio - Satya Sai Developers, Jalandhar",Punjab,Jalandhar,"Satya Sai Developers,687-L Model Town, Jalandhar - 144003",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
640,"ZUDIO - LAJPAT NAGAR, JALANDHAR",Punjab,Jalandhar,"319, New Jawahar Nagar, Near Eminent Mall, Link Road, Lajpat Nagar , Jalandhar - 144001",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
641,"Zudio - Khajurla, Jalandhar",Punjab,Jalandhar,"Khasra No 107, Khatoni No 1073 and Khewat No 903/849, GT Road Village, Near Jeep Gitansh Auto Showroom, Khajurla, Jalandhar - 144411",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
642,"Zudio - Lovely Marbles, Jalandhar",Punjab,Jalandhar,"Adjoining Sher-E-Punjabi Dhaba, Deol Nagar, Model House, Dayal Nagar, Jalandhar - 144002",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
643,"Zudio - Aman Nagar, Jalandhar",Punjab,Jalandhar,"Daya Mehar Complex, Tanda Road, Aman Nagar, Jalandhar - 144004",2193590,200000,1,1096795,54.2,0.54527163,0.325925926,0.219345704
644,"ZUDIO - Saffron High Street, Kapurthala",Punjab,Kapurthala,"Jalandhar-Kapurthala Road, Mansoorwal Chowk, Kapurthala - 144601",98916,200000,1,49458,49.8,0.501006036,0.325925926,0.17508011
645,"ZUDIO - Elysian Tower, Ludhiana",Punjab,Ludhiana,"Elysian Tower, Canal Rd, Near Bilkhu Agro Industry, Ishar Nagar, Ludhiana - 141006",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
646,"ZUDIO - Wave Mall, Ludhiana",Punjab,Ludhiana,"Plot no 2 & 3, Ferozpur Road, Ludhiana - 141001",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
647,"Zudio - Swarn Walia Plaza, Ludhiana",Punjab,Ludhiana,"Swarn Walia Plaza, B-20, 1121, Ghumar Mandi Road, Near Bata, Ludhiana - 141001",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
648,"Zudio - Pakhowal Road, Ludhiana",Punjab,Ludhiana,"Glamton Plaza, Pakhowal Road, Thakarwal, Ludhiana - 142022",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
649,"Zudio - Scottica Square, Duggri, Ludhiana",Punjab,Ludhiana,"Sua Road, Bhai Himmat Singh Nagar, Duggri, Ludhiana - 141013",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
650,"Zudio ÃÂ¢ÃÂÃÂ Ludhiana Walk, Ludhiana",Punjab,Ludhiana,"Gound Floor, 1st Floor, GT Road, Near McDonaldÃÂ¢ÃÂÃÂs, Akash Nagar, Ludhiana - 141007",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
651,"ZUDIO - Sarabha Nagar, Ludhiana",Punjab,Ludhiana,"BXX-3438/ A 29/ 30, Block A, Near Fab India, Gurudwara Rd, Sarabha Nagar, Ludhiana - 141002",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
652,"ZUDIO - Urban Square Mullan, Ludhiana",Punjab,Ludhiana,"Near Galaria Complex, Opp. Indian Oil Petrol Pump, Guru Teg Bahadur Nagar, Vil Dakha, Ferozepur Road, Ludhiana - 141101",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
653,"ZUDIO - HG Eaton Shopping Complex, Moga",Punjab,Moga,"Near Neelam Cinema, Ludhiana Ferozpur Road , Moga - 142001ÃÂ ",3498739,200000,1,1749369.5,43.6,0.438631791,0.325925926,0.112705865
654,"ZUDIO - 9th Avenue, Mohali",Punjab,Mohali,"9th Avenue, Kharar - Landran Rd, Sante Majra, Sector 115, Sahibzada Ajit Singh Nagar, Mohali - 140307",994628,200000,1,497314,77,0.774647887,0.325925926,0.448721961
655,"Zudio - Central Street, Mohali",Punjab,Mohali,"Plot No 18-19, Central Street, Airport Road, Near CP 67 Mall, Sahibzada Ajit Singh Nagar, Mohali - 160062",994628,200000,1,497314,77,0.774647887,0.325925926,0.448721961
656,"Zudio ÃÂ¢ÃÂÃÂ Amayra Centrum, Mohali",Punjab,Mohali,"House No 76, NH 205, Daunmarja Village, S.A.S. Nagar, Aujala, Mohali - 140301",994628,200000,1,497314,77,0.774647887,0.325925926,0.448721961
657,"Zudio - Shivalik Enclave, Nawanshahr",Punjab,ÃÂ NawanshahrÃÂ ,"Near Shivalik Public School, Chandigarh Road, Guru Nanak Dev Nagar, Gali no. 2 , Nawanshahr - 14451",994628,200000,1,497314,77,0.774647887,0.325925926,0.448721961
658,"Zudio - Dalhousie Road, Pathankot",Punjab,Pathankot,"Opposite Novelty Mall, Dalhousie Road, Mamun, Pathankot - 145001",156306,200000,1,78153,83.8,0.84305835,0.325925926,0.517132424
659,"Zudio - Downtown 44, Pathankot",Punjab,Pathankot,"Downtown 44, Srinagar Kanyakumari Highway, Dadwal, Pathankot - 145023",156306,200000,1,78153,83.8,0.84305835,0.325925926,0.517132424
660,"ZUDIO - Rajkamal Square, Patiala",Punjab,Patiala,"Shop no 6 & 7 GF & FF, Bhupindra road, Punjabi bagh, Patiala - 147001",1895686,200000,1,947843,11.8,0.118712274,0.325925926,-0.207213652
661,"ZUDIO - Spectra Mall, Patiala",Punjab,Patiala,"Near Bus Stand, Rajpura Road, Patiala - 147001",1895686,200000,1,947843,11.8,0.118712274,0.325925926,-0.207213652
662,"Zudio - Sair Sapata, Rajpura",Punjab,Rajpura,"Shop No 1, Rajpura - Patiala Road, Guru Amar Dass Colony , Rajpura - 140401",1895686,200000,1,947843,11.8,0.118712274,0.325925926,-0.207213652
663,"Zudio - Central Icon, Rupnagar",Punjab,Rupnagar,"UG 33 to UG 39, FF 33 to FF 39, Central Icon Ropar, V School Road, Opposite to Dream Home Decor, Bal Sandha, Rupnagar - 140001",753900,200000,1,376950,40.2,0.404426559,0.325925926,0.078500633
664,"ZUDIO - Apples Height, Zirakpur",Punjab,Zirakpur,"AppleÃÂ¢ÃÂÃÂs Height, VIP Rd, Zirakpur - 140603",230000,200000,1,115000,0.2,0.002012072,0.325925926,-0.323913853
665,"Zudio - Pooja Central, Zirakpur",Punjab,Zirakpur,"Ground, 1st & 2nd Floor, NH 22, Ambala - Chandigarh Expressway, Near Palms Banquet Resort, Singhpura , Zirakpur - 140603 , Punjab",230000,200000,1,115000,0.2,0.002012072,0.325925926,-0.323913853
666,"Zudio - Sushma Capital, Zirakpur",Punjab,Zirakpur,"Sushma Capital, Peer Muchalla, Kishanpura, Zirakpur - 160104",230000,200000,1,115000,0.2,0.002012072,0.325925926,-0.323913853
667,"ZUDIO ÃÂ¢ÃÂÃÂ Oxford Street, Zirakpur",Punjab,Zirakpur,"Adjoining Royal Estate, Chandigarh Ambala Highway, Zirakpur, SAS Nagar, Zirakpur - 140603",230000,200000,1,115000,0.2,0.002012072,0.325925926,-0.323913853
668,"ZUDIO - Mittal Mall, Ajmer",Rajasthan,Ajmer,"Prithviraj Marg, Hathi Bhata, Ajmer - 305001",2583052,160000,1,1291526,31.4,0.315895372,0.296296296,0.019599076
669,"Zudio - D&D Complex, Banswara",Rajasthan,Banswara,"Ground and First Floor, Banswara Road, Near Maa Santoshi Borewell & Enterprises, Kewalpura , Banswara - 327001ÃÂ ",2583052,160000,1,1291526,31.4,0.315895372,0.296296296,0.019599076
670,"Zudio - Azad Nagar, Bhilwara",Rajasthan,Bhilwara,"Plot No 3, 4, 5, Kumbha Cir Road, Near Dangi Factory, Azad Nagar, Bhilwara - 311001",2408523,160000,1,1204261.5,14,0.14084507,0.296296296,-0.155451226
671,"ZUDIO - Genesis Mall, Bhiwadi",Rajasthan,Bhiwadi,"5RR7+JH9, Alwar, Mega Highway, Bhiwadi - 301019",104883,160000,1,52441.5,30,0.301810865,0.296296296,0.005514569
672,"Zudio - City Mall, Rani Bazar, Bikaner",Rajasthan,Bikaner,"Bikaner Station Road, Opposite Reliance Digital, Rani Bazar, Bikaner - 334001",2363937,160000,1,1181968.5,62.4,0.6277666,0.296296296,0.331470303
673,"ZUDIO - Radhe Seeta Tower, Chittorgarh",Rajasthan,Chittorgarh,"Plot No- 7-A/2603/1, 2604ME, 2601/1, 2606, 2606/1, Basant Nagar, Kalish Nagar, Maharana Pratap Marg, Chittorgarh - 312001",1544338,160000,1,772169,3,0.030181087,0.296296296,-0.26611521
674,"Zudio - Sindhi Colony, Hanumangarh",Rajasthan,hanumangarh,"Chak No. 51 NGC, Stone No. 121/258, Killa No. 14, 15, 17. Opposite Kumar Petrol Pump, Mall Road Hanumangarh- 335512 , hanumangarh - 335512",1544338,160000,1,772169,3,0.030181087,0.296296296,-0.26611521
675,"ZUDIO - ENERGYPOLIS TOWER, JAIPUR",Rajasthan,Jaipur,"CP3, 234, RIICO, Apparel Park, Mahal Road, Jagatpura, Jaipur - 302017",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
676,"ZUDIO - GT Down town, Jaipur",Rajasthan,Jaipur,"GF 7 & 8 Ground floor, FF 7 & 8 First Floor, Malviya Marg, C Scheme, Jaipur - 302001",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
677,"ZUDIO - Vaishali Nagar, Jaipur",Rajasthan,Jaipur,"Plot No. 265-267, Nemi Sagar Colony, Next to Country Inn Hotel, Jaipur - 302021",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
678,"ZUDIO - Capital Galleria Mall, Jaipur",Rajasthan,Jaipur,"Capital Galleria mall, Plot no. 3 A, RIICO Industrial area, Kanakpura, Sirsi Road, Vaishali Nagar, Jaipur - 302012",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
679,"Zudio - Mansarovar, Jaipur",Rajasthan,Jaipur,"2, Iskcon Road, Sumer Nagar, Mansarovar, Jaipur - 302020",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
680,"Zudio - Chandrakala Commercial, Jaipur",Rajasthan,Jaipur,"86-87, 103-104, Chandrakala Commercial, Kalyan Colony, Malviya Nagar, Jaipur - 302017",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
681,"Zudio - Gayatri Nagar, Jaipur",Rajasthan,Jaipur,"A-1, Shree Ram Colony, Sodala - Ajmer Road, Near Ram Nagar Metro Pillar No. 5, Jaipur - 302006",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
682,"ZUDIO ÃÂ Pratap Nagar, Jaipur",Rajasthan,Jaipur,"Zudio, S-3, Near Croma, opposite Shehnai Garden, Sanganer, Pratap Nagar. , Jaipur - 302033ÃÂ ",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
683,"ZUDIO - Triton, Jaipur",Rajasthan,Jaipur,"Khasra No. 1/1,Village Bassi Sitarampura,Tehsil Sawai,Near Chomu Circle,Jhotwara Road, Jaipur - 302012",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
684,"ZUDIO - GANDHI PATH, JAIPUR",Rajasthan,Jaipur,"Plot No- 3 & 4, Sector 3, Chitrakoot Yojna, Near TotaRam Public school, Gandhi Path, Vaishali Nagar , Jaipur - 302021",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
685,"ZUDIO - Pink Square Mall, Jaipur",Rajasthan,Jaipur,"Plot no. 1/2, Govind Marg, Saket colony, Adarsh Nagar, Jaipur - 302004",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
686,"Zudio - Kailash Puri Colony, Jaipur",Rajasthan,Jaipur,"Plot no- 7-8-9, Opp Sanghi Motors, Kailashpuri, Main Tonk Road, Jaipur - 302018",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
687,"Zudio - Jaipur Jhunjhunu Bypass Road, Jhunjhunu",Rajasthan,Jaipur,"Khasra No 4777/4581, Ravindra Hospital, Indra Nagar, Jhunjhunu, Jaipur - 333001",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
688,"Zudio - Gopal Pura Mode, Jaipur",Rajasthan,Jaipur,"Plot No. 6 & 7, Gopalpura Rd, Chhayadip Nagar, Shri Gopal Nagar, Gopal Pura Mode, Jaipur - 302018",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
689,"ZUDIO - VT Road, Jaipur",Rajasthan,Jaipur,"222, Ward 27, Sector 51, Mansarovar, Jaipur - 302020",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
690,"ZUDIO- Haldiya Tower, Jaipur",Rajasthan,Jaipur,"Scheme- 1, Apex Circle, Malviya Nagar, Jaipur - 302171",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
691,"ZUDIO- Palika Cicle, Jaipur",Rajasthan,Jaipur,"New Santander Road, Plot No. 6, Swage Farm, New Santander Road, Jaipur - 302019",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
692,"Zudio - Citi Pulse Mall, Jaipur",Rajasthan,Jaipur,"Plot No. 21, Narain Singh Circle, Jaipur - 302005",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
693,"ZUDIO - Saraf House - MI Road, Jaipur",Rajasthan,Jaipur,"194, Saraf House, Mi Road, Opposite Akasvani, Jaipur - 302001",6626178,160000,1,3313089,7,0.070422535,0.296296296,-0.225873761
694,"Zudio - Ashok Nagar, Jodhpur",Rajasthan,Jodhpur,"Near Arihant Ayati Apartment, 94/95 Ashok Nagar, Pal Link Road, Jodhpur - 342008",3687165,160000,1,1843582.5,99.2,0.997987928,0.296296296,0.701691631
695,"ZUDIO ÃÂ¢ÃÂÃÂ PWD Colony, Jodhpur",Rajasthan,Jodhpur,"44/2, PWD Colony, Opp. Harnath Tower, Jodhpur - 342001",3687165,160000,1,1843582.5,99.2,0.997987928,0.296296296,0.701691631
696,"ZUDIO - SVP Towers, Jodhpur",Rajasthan,Jodhpur,"7th B-Road, Sardarpura, Jodhpur - 342003",3687165,160000,1,1843582.5,99.2,0.997987928,0.296296296,0.701691631
697,"Zudio - Pratap Nagar, Jodhpur",Rajasthan,Jodhpur,"Plot No - 68A, Near Raja Hyundai, Soorsagar Road, Pratap Nagar , Jodhpur - 342003",3687165,160000,1,1843582.5,99.2,0.997987928,0.296296296,0.701691631
698,"Zudio - 9th E Road, Sardarpura, Jodhpur",Rajasthan,Jodhpur,"Dr Madan Daga Marg, 9th E Road, Sardarapura, Jodhpur - 342001",3687165,160000,1,1843582.5,99.2,0.997987928,0.296296296,0.701691631
